invoice_and_item_number,date,store_number,store_name,major_category_name,city,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters
S13353400023,2013-07-15,2590,Hy-Vee Food Store #5 / Cedar Rapids,Vodkas,CEDAR RAPIDS,35435,Svedka Traveler,12,750,7.97,11.96,3,35.88,2.25
S05324600004,2012-05-02,4633,Kwik Shop #520 / Carter Lake,Vodkas,CARTER LAKE,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S26446100087,2015-06-26,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S28096100017,2015-09-23,2609,Hy-Vee Drugstore #2 / Ames,Vodkas,AMES,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S05313500003,2012-05-01,4249,Fareway Stores #048 / Clarinda,Vodkas,CLARINDA,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S25511000025,2015-05-06,2609,Hy-Vee Drugstore #2 / Ames,Vodkas,AMES,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S09426100109,2012-12-11,2651,Hy-Vee / Waverly,Vodkas,WAVERLY,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S14637500027,2013-09-19,4900,Kwik Stop 4 / Waterloo,Vodkas,WATERLOO,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S28749400029,2015-10-28,2609,Hy-Vee Drugstore #2 / Ames,Vodkas,AMES,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S09982200063,2013-01-10,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S26660200035,2015-07-08,2609,Hy-Vee Drugstore #2 / Ames,Vodkas,AMES,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S12943800035,2013-06-24,4308,Keystone Liquor and Wine / Coralvill,Vodkas,CORALVILLE,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S11530900113,2013-04-09,2663,Hy-Vee / Urbandale,Vodkas,URBANDALE,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S09417600117,2012-12-11,2524,Hy-Vee Food Store / Dubuque,Vodkas,DUBUQUE,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S07727700067,2012-09-13,3942,Twin Town Liquor,Vodkas,TOLEDO,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S05488900051,2012-05-10,2510,Hy-Vee Drugstore #3 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S15197800039,2013-10-16,4348,Jeff's Market / Wilton,Vodkas,WILTON,35435,Svedka Traveler,12,750,7.97,11.96,3,35.88,2.25
S07959700015,2012-09-26,4118,Lake View Redemption Center,Vodkas,LAKE VIEW,35435,Svedka Traveler,12,750,6.97,10.96,3,32.88,2.25
S08436900095,2012-10-18,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S24789900017,2015-03-30,4636,Kwik Shop #561 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S25952700219,2015-06-01,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S07735000096,2012-09-13,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,Vodkas,CEDAR RAPIDS,35435,Svedka Traveler,12,750,6.97,10.96,3,32.88,2.25
S09660700007,2012-12-24,4624,Kwik Shop #568 / Hiawatha,Vodkas,HIAWATHA,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S09862400012,2013-01-03,3778,Family Pantry,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S05652800032,2012-05-22,4117,Tobacco Shop / Arnolds Park,Vodkas,ARNOLDS PARK,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S14470500100,2013-09-10,2665,Hy-Vee / Waukee,Vodkas,WAUKEE,34817,Svedka,12,375,4.55,6.83,6,40.98,2.25
S07864600026,2012-09-20,3829,Gary's Foods / Mt Vernon,Vodkas,MOUNT VERNON,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S07729200001,2012-09-13,4059,Belle Plaine Country Food,Vodkas,BELLE PLAINE,35435,Svedka Traveler,12,750,6.97,10.96,3,32.88,2.25
S24729400169,2015-03-25,4129,Cyclone Liquors,Vodkas,AMES,36315,Svedka 100 Proof,12,750,11.66,17.49,3,52.47,2.25
S05370400016,2012-05-03,4154,Fareway Stores #055 / Hiawatha,Vodkas,HIAWATHA,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S17225900103,2014-02-05,2621,Hy-Vee Food Store #3 / Sioux City,Vodkas,SIOUX CITY,34817,Svedka,12,375,4.76,7.14,6,42.84,2.25
S07939600009,2012-09-27,4359,Kum & Go #75 / Waukee,Vodkas,WAUKEE,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S13800500068,2013-08-07,3417,Big G Food Store,Vodkas,MARENGO,35435,Svedka Traveler,12,750,7.97,11.96,3,35.88,2.25
S07553100111,2012-09-05,2576,Hy-Vee Wine and Spirits / Storm Lake,Vodkas,STORM LAKE,34820,Svedka Vodka,12,750,6.97,10.95,3,32.85,2.25
S14398700022,2013-09-09,4067,Freeman Foods,Vodkas,WELLMAN,35435,Svedka Traveler,12,750,7.97,11.96,3,35.88,2.25
S07803500135,2012-09-18,2625,Hy-Vee Wine and Spirits #2,Vodkas,DAVENPORT,35435,Svedka Traveler,12,750,6.97,10.96,4,43.84,3
S14046600120,2013-08-21,2614,Hy-Vee #3 Food and Drugstore,Vodkas,DAVENPORT,35435,Svedka Traveler,12,750,7.97,11.96,4,47.84,3
S09812000088,2012-12-31,2573,Hy-Vee Food Store / Muscatine,Vodkas,MUSCATINE,35435,Svedka Traveler,12,750,6.97,10.96,4,43.84,3
S25150900042,2015-04-20,4892,Sara Mini Mart,Vodkas,DAVENPORT,34817,Svedka,12,375,4.76,7.14,8,57.12,3
S05832400050,2012-05-31,2517,Hy-Vee Food Store #1 / Newton,Vodkas,NEWTON,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S15239500078,2013-10-21,2573,Hy-Vee Food Store / Muscatine,Vodkas,MUSCATINE,35435,Svedka Traveler,12,750,7.97,11.96,4,47.84,3
S09608800070,2012-12-20,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S07811600013,2012-09-18,3778,Family Pantry,Vodkas,DES MOINES,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S05823300061,2012-05-31,3942,Twin Town Liquor,Vodkas,TOLEDO,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S09551400010,2012-12-18,4547,Fareway Stores #902 / Hampton,Vodkas,HAMPTON,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S05512300025,2012-05-14,4147,Fareway Stores #974 / Cedar Falls,Vodkas,CEDAR FALLS,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S05551700119,2012-05-15,2573,Hy-Vee Food Store / Muscatine,Vodkas,MUSCATINE,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S08529500025,2012-10-23,3778,Family Pantry,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,8,54.64,3
S07965700058,2012-09-26,3762,Wine and Spirits Gallery,Vodkas,WINDSOR HEIGHTS,34820,Svedka Vodka,12,750,6.97,10.95,4,43.8,3
S33506600088,2016-07-21,4604,Pit Stop Liquors / Newton,Vodkas,Newton,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32488200088,2016-05-24,3495,Great Pastimes,Vodkas,Monticello,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32393000051,2016-05-18,2576,Hy-Vee Wine and Spirits / Storm Lake,Vodkas,Storm Lake,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32751600053,2016-06-08,2576,Hy-Vee Wine and Spirits / Storm Lake,Vodkas,Storm Lake,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32624100104,2016-06-01,2572,Hy-Vee Food Store / Cedar Falls,Vodkas,Cedar Falls,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S31370100028,2016-03-22,5210,Ding's Honk'n Holler,Vodkas,CLARINDA,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S31892300028,2016-04-20,4105,Fareway Stores #426 / Nevada,Vodkas,NEVADA,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S31826500179,2016-04-18,4604,Pit Stop Liquors / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S33674900021,2016-08-03,5238,New Star / Fort Dodge,Vodkas,Fort Dodge,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S04222700029,2012-02-22,3417,Big G Food Store,Vodkas,MARENGO,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S33840300007,2016-08-10,4018,Hometown Foods / Gladbrook,Vodkas,Gladbrook,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S33590900023,2016-07-26,3495,Great Pastimes,Vodkas,Monticello,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32259600059,2016-05-11,2576,Hy-Vee Wine and Spirits / Storm Lake,Vodkas,Storm Lake,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S31907500064,2016-04-21,2571,Hy-Vee Food Store #2 / Waterloo,Vodkas,WATERLOO,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S31973600006,2016-05-02,5047,The Fresh Market,Vodkas,Cedar Rapids,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32225300110,2016-05-11,2572,Hy-Vee Food Store / Cedar Falls,Vodkas,Cedar Falls,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32288500061,2016-05-12,3456,Quick Shop / Clear Lake,Vodkas,Clear Lake,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S32617300016,2016-06-02,5220,Liquor Tobacco & Grocery / Mason Cit,Vodkas,Mason City,34821,Svedka Vodka,6,1750,14.74,22.11,2,44.22,3.5
S04981300099,2012-04-10,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S08064300009,2012-10-02,4547,Fareway Stores #902 / Hampton,Vodkas,HAMPTON,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S13448900003,2013-07-18,2448,Bottle Boutique,Vodkas,INDIANOLA,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S04004800055,2012-02-09,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S10177600014,2013-01-22,4146,Fareway Stores #561 / Waverly,Vodkas,WAVERLY,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S05018800053,2012-04-12,2529,Hy-Vee Drugstore #4 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S12288000148,2013-05-20,3456,Quick Shop / Clear Lake,Vodkas,CLEAR LAKE,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S10640400104,2013-02-18,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S04476700069,2012-03-08,4604,Pit Stop Liquors / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S11537700016,2013-04-09,4067,Freeman Foods,Vodkas,WELLMAN,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S11312300016,2013-03-27,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S11175600042,2013-03-19,2650,Hy-Vee Wine and Spirits / Harlan,Vodkas,HARLAN,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S15440200061,2013-10-30,3943,Good and Quick Co,Vodkas,NEVADA,34821,Svedka Vodka,6,1750,12.28,18.92,2,37.84,3.5
S04873400104,2012-04-03,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S10658300033,2013-02-18,4812,Liquor Beer & Tobacco Outlet / Charl,Vodkas,CHARLES CITY,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S06142400062,2012-06-19,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S07818400027,2012-09-19,4187,Jensen Liquor North,Vodkas,SIBLEY,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S11011100124,2013-03-11,3456,Quick Shop / Clear Lake,Vodkas,CLEAR LAKE,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S05553800095,2012-05-15,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S13157700040,2013-07-03,3621,"Jensen Liquors, Ltd.",Vodkas,SHELDON,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S12716500135,2013-06-11,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S15043100066,2013-10-09,2567,Hy-Vee Drugstore / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,12.28,18.92,2,37.84,3.5
S10563300017,2013-02-12,2507,Hy-Vee Food Store #1 / Burlington,Vodkas,BURLINGTON,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S04873100080,2012-04-03,3697,Oky Doky #2 / Dubuque,Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S12019600140,2013-05-02,2517,Hy-Vee Food Store #1 / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S07562400022,2012-09-05,3855,Dyno's Wine and Spirits / Storm Lake,Vodkas,STORM LAKE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S07690900116,2012-09-12,2605,Hy-Vee Drugstore #5 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S09837300068,2013-01-02,2502,Hy-Vee Wine and Spirits / Ankeny,Vodkas,ANKENY,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S14284400040,2013-09-06,4288,Uptown Liquor and Tobacco,Vodkas,CEDAR RAPIDS,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S08688700127,2012-10-31,2290,Al's Liquors Unlimited,Vodkas,STORM LAKE,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S04294300107,2012-02-28,3612,B and C Liquor / Maquoketa,Vodkas,MAQUOKETA,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S09997400032,2013-01-10,4604,Pit Stop Liquors / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S10664600112,2013-02-19,3612,B and C Liquor / Maquoketa,Vodkas,MAQUOKETA,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S13622700021,2013-07-30,3615,Emmetsburg Food Pride,Vodkas,EMMETSBURG,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S07281800012,2012-08-23,3950,Hometown Foods / State Center,Vodkas,STATE CENTER,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S12254500015,2013-05-16,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S06956100060,2012-08-06,2571,Hy-Vee Food Store #2 / Waterloo,Vodkas,WATERLOO,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S06102500069,2012-06-18,2604,Hy-Vee Wine and Spirits / Lemars,Vodkas,LEMARS,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S07449900106,2012-08-30,2567,Hy-Vee Drugstore / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S07799200033,2012-09-18,4184,Fareway Stores #998 / Muscatine,Vodkas,MUSCATINE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S08952300021,2012-11-14,4202,Fareway Stores #829 / Sioux City,Vodkas,SIOUX CITY,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S07238500120,2012-08-22,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S06283200043,2012-06-27,4202,Fareway Stores #829 / Sioux City,Vodkas,SIOUX CITY,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S15138400071,2013-10-15,2959,Dahl's / Merle Hay,Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,12.28,18.92,2,37.84,3.5
S13017800023,2013-06-26,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S10402100117,2013-02-04,3820,"Charlie's Wine and Spirits,",Vodkas,SIOUX CITY,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S11193100019,2013-03-20,3784,Hartig Drug #14 / Independence,Vodkas,INDEPENDENCE,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S11773200020,2013-04-22,3740,Hometown Foods / Waterloo,Vodkas,WATERLOO,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S12209600009,2013-05-14,4250,Fareway Stores #882 / Eldora,Vodkas,ELDORA,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S04355900013,2012-03-01,4329,Super Stop Ii / Altoona,Vodkas,ALTOONA,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S13139900084,2013-07-02,2959,Dahl's / Merle Hay,Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S06273800026,2012-06-27,4187,Jensen Liquor North,Vodkas,SIBLEY,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S07074900043,2012-08-13,3932,Main Street Spirits / Mapleton,Vodkas,MAPLETON,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S04952200075,2012-04-09,2621,Hy-Vee Food Store #3 / Sioux City,Vodkas,SIOUX CITY,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S12438800025,2013-05-28,4200,Fareway Stores #019 / Sioux City,Vodkas,SIOUX CITY,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S11883800049,2013-04-25,4604,Pit Stop Liquors / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S11006500146,2013-03-11,3692,Wilkie Liquors,Vodkas,MT VERNON,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S12693100017,2013-06-10,4105,Fareway Stores #426 / Nevada,Vodkas,NEVADA,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S12973900095,2013-06-25,4875,Bani's,Vodkas,CEDAR FALLS,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S08758800041,2012-11-05,4344,Spirits / Grimes,Vodkas,GRIMES,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S05390200067,2012-05-07,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S13653100120,2013-07-31,3820,"Charlie's Wine and Spirits,",Vodkas,SIOUX CITY,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S06942800020,2012-08-07,4153,Fareway Stores #067 / Evansdale,Vodkas,EVANSDALE,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S06943000080,2012-08-06,2353,Cresco Liquor Store,Vodkas,CRESCO,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S15199800015,2013-10-16,2567,Hy-Vee Drugstore / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,12.28,18.92,2,37.84,3.5
S10978100068,2013-03-07,3805,Washington Street Mini Mart,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S04523800100,2012-03-13,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S07543400037,2012-09-05,4639,Liquor & Tobacco Outlet / Fort Dodge,Vodkas,FORT DODGE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S05820100069,2012-05-31,2625,Hy-Vee Wine and Spirits #2,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S15032600019,2013-10-09,4268,Fareway Stores #531 / Algona,Vodkas,ALGONA,34821,Svedka Vodka,6,1750,12.28,18.92,2,37.84,3.5
S13424000069,2013-07-17,3990,Cork and Bottle / Oskaloosa,Vodkas,OSKALOOSA,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S09449700079,2012-12-12,2576,Hy-Vee Wine and Spirits / Storm Lake,Vodkas,STORM LAKE,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S05781900029,2012-05-30,4080,Five Corners Liquor and Win,Vodkas,CEDAR FALLS,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S09225200045,2012-11-29,4694,Rina Mart LLC / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S05324400104,2012-05-01,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S06704700156,2012-07-23,3456,Quick Shop / Clear Lake,Vodkas,CLEAR LAKE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S07456600071,2012-08-30,4129,Cyclone Liquors,Vodkas,AMES,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S03957600028,2012-02-07,4146,Fareway Stores #561 / Waverly,Vodkas,WAVERLY,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S05659200080,2012-05-22,4167,"Iowa Street Market, Inc.",Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S03403700010,2012-01-03,4547,Fareway Stores #902 / Hampton,Vodkas,HAMPTON,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S06009200020,2012-06-12,4250,Fareway Stores #882 / Eldora,Vodkas,ELDORA,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S05876000017,2012-06-05,3756,Main Street Liquors / Manning,Vodkas,MANNING,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S10194700018,2013-01-23,4805,Liquor Tobacco & Grocery / Fort Dodg,Vodkas,FORT DODGE,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S04333600056,2012-02-29,3417,Big G Food Store,Vodkas,MARENGO,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S09611500075,2012-12-20,2567,Hy-Vee Drugstore / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S08211800060,2012-10-09,3697,Oky Doky #2 / Dubuque,Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,12.89,19.84,2,39.68,3.5
S04374100087,2012-03-05,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S11982200095,2013-05-01,2290,Al's Liquors Unlimited,Vodkas,STORM LAKE,34821,Svedka Vodka,6,1750,13.28,19.92,2,39.84,3.5
S04332900019,2012-02-29,3615,Emmetsburg Food Pride,Vodkas,EMMETSBURG,34821,Svedka Vodka,6,1750,13.89,20.84,2,41.68,3.5
S29575000012,2015-12-14,4475,Bucky's Express #27 / Council Bluffs,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,10,71.4,3.75
S14289400165,2013-09-03,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,Vodkas,CEDAR RAPIDS,35435,Svedka Traveler,12,750,7.97,11.96,5,59.8,3.75
S10284200020,2013-01-28,4624,Kwik Shop #568 / Hiawatha,Vodkas,HIAWATHA,34817,Svedka,12,375,4.55,6.83,10,68.3,3.75
S20845400023,2014-08-26,4812,Liquor Beer & Tobacco Outlet / Charl,Vodkas,CHARLES CITY,34817,Svedka,12,375,4.76,7.14,10,71.4,3.75
S08101100005,2012-10-03,4617,Lickety Liquor,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,12,81.96,4.5
S32144000007,2016-05-04,3853,Ram Liquor Mart,Vodkas,Davenport,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S29565100004,2015-12-10,4935,Ali's Liquor,Vodkas,WATERLOO,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S31752400012,2016-04-13,5225,The Station II / North Liberty,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S33734400010,2016-08-03,4025,Karam Kaur Khasriya Llc,Vodkas,Belle Plaine,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S33840700013,2016-08-09,4265,Kwik Stop 3 / Waterloo,Vodkas,Waterloo,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S34090300056,2016-08-24,3622,Wal-Mart 1415 / Spirit Lake,Vodkas,Spirit Lake,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S31341100020,2016-03-21,4747,Walgreens #11709 / Davenport,Vodkas,DAVENPORT,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S29990700014,2016-01-04,5013,State Food Mart,Vodkas,BETTENDORF,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S31451000046,2016-03-29,4477,Bucky's Express #17 / Council Bluffs,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S30123800011,2016-01-11,4747,Walgreens #11709 / Davenport,Vodkas,DAVENPORT,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S30413200005,2016-01-28,4615,North Side Liquor & Grocery,Vodkas,MASON CITY,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S32286800048,2016-05-12,3993,New Star Liquor / W 4th S / Waterloo,Vodkas,Waterloo,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S19286800005,2014-06-02,4633,Kwik Shop #520 / Carter Lake,Vodkas,CARTER LAKE,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
S32176000004,2016-05-09,5164,Bucky's Express #22 / Council Bluffs,Vodkas,Council Bluffs,34817,Svedka,12,375,4.76,7.14,12,85.68,4.5
