"project","article","access","agent","granularity","date","en_views","id_views"
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-24,1477,1018
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-25,1294,972
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-26,1085,863
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-27,1078,959
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-28,1230,897
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-29,1103,1040
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-30,1117,1191
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-31,1043,1185
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-01,1093,1277
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-02,851,1097
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-03,871,950
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-04,845,917
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-05,907,955
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-06,962,1062
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-07,879,1005
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-08,875,922
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-09,811,922
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-10,805,852
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-11,771,823
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-12,1066,867
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-13,957,843
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-14,881,887
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-15,797,905
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-16,856,890
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-17,714,782
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-18,756,760
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-19,935,868
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-20,1142,2113
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-21,3217,6361
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-22,1098,1520
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-23,870,968
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-24,1028,811
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-25,1008,699
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-26,836,858
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-27,1560,939
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-28,1902,858
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-29,1166,1017
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-06-30,1226,1098
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-01,1125,976
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-02,1032,914
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-03,1169,857
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-04,1050,846
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-05,1827,1215
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-06,2020,1356
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-07,3792,1269
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-08,3142,1165
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-09,2331,1033
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-10,1616,1192
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-11,1249,1039
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-12,1190,1004
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-13,1110,982
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-14,992,842
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-15,956,778
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-16,913,777
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-17,858,871
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-18,886,1028
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-19,937,1061
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-20,871,944
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-21,832,880
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-22,1120,882
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-23,2109,915
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-24,1620,1020
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-25,1268,1058
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-26,1010,1078
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-27,1003,1132
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-28,967,1043
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-29,930,927
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-30,930,1041
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-07-31,943,1157
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-01,923,1108
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-02,1028,1083
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-03,930,1046
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-04,847,872
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-05,765,809
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-06,784,902
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-07,855,1071
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-08,980,1175
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-09,942,1132
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-10,863,1315
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-11,972,1066
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-12,909,1102
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-13,898,1512
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-14,953,1134
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-15,863,1352
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-16,1139,1627
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-17,1544,2712
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-18,1023,1689
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-19,1001,1255
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-20,1122,1357
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-21,1013,1360
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-22,1017,1101
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-23,1054,1100
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-24,879,1079
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-25,856,907
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-26,757,907
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-27,843,959
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-28,883,1086
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-29,1049,1146
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-30,1200,1779
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-08-31,971,1336
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-01,908,1245
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-02,897,1095
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-03,982,1161
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-04,1191,1338
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-05,1098,1210
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-06,1204,1194
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-07,1477,1375
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-08,1063,1040
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-09,895,972
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-10,929,1000
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-11,999,1324
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-12,1201,1333
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-13,1064,1237
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-14,922,1158
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-15,828,1059
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-16,822,1041
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-17,1087,1627
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-18,1056,1545
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-19,1140,1594
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-20,942,1632
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-21,1016,1471
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-22,912,1299
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-23,963,1190
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-24,941,1368
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-25,991,1571
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-26,1124,1593
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-27,1102,1467
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-28,1019,1364
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-29,928,1346
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-09-30,868,1522
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-01,1019,1610
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-02,938,1490
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-03,935,1447
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-04,955,1362
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-05,1442,1721
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-06,1290,1388
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-07,1196,1164
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-08,1065,1290
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-09,1094,1423
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-10,1012,1223
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-11,881,1234
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-12,972,1300
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-13,2873,1414
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-14,1977,1194
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-15,1278,1353
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-16,1330,1864
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-17,1434,1900
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-18,1551,1890
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-19,1332,1794
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-20,1259,1650
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-21,949,1296
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-22,1091,1440
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-23,1121,1587
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-24,1121,1574
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-25,1197,1489
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-26,1000,1310
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-27,884,1209
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-28,776,1050
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-29,938,1232
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-30,964,1365
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-10-31,986,1311
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-01,985,1429
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-02,1059,1500
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-03,982,1565
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-04,853,1476
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-05,1118,1757
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-06,1378,2385
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-07,1655,4210
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-08,2544,6980
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-09,1953,3896
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-10,1597,2386
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-11,1331,1834
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-12,1575,1839
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-13,1527,1617
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-14,1332,1650
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-15,1259,1652
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-16,1216,1514
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-17,1132,1414
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-18,965,1100
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-19,1054,1364
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-20,1181,1368
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-21,1151,1495
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-22,1034,1455
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-23,947,1242
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-24,837,1544
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-25,1098,2415
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-26,1261,2454
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-27,1175,1639
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-28,1583,1395
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-29,2045,1226
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-11-30,1260,1058
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-01,933,1006
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-02,954,925
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-03,1105,1021
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-04,1001,1217
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-05,1078,1113
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-06,881,1082
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-07,963,1003
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-08,890,1038
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-09,834,1029
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-10,845,1091
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-11,1053,1056
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-12,1076,1126
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-13,894,943
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-14,1588,922
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-15,914,855
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-16,795,997
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-17,790,863
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-18,867,984
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-19,1045,1651
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-20,1019,1611
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-21,832,1140
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-22,741,976
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-23,779,923
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-24,707,879
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-25,720,874
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-26,771,827
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-27,828,847
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-28,785,899
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-29,808,1212
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-30,797,1058
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-12-31,892,840
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-01,739,914
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-02,960,1063
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-03,902,1060
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-04,1017,1155
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-05,807,1038
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-06,1169,3394
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-07,1037,1661
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-08,1002,1216
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-09,980,1485
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-10,976,1402
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-11,989,1315
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-12,832,1159
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-13,826,928
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-14,918,1140
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-15,1001,1336
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-16,1130,1316
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-17,1157,1617
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-18,977,1440
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-19,839,1169
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-20,885,1128
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-21,995,1287
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-22,1064,1448
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-23,1126,1325
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-24,1556,1380
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-25,1580,1148
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-26,2864,993
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-27,1567,962
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-28,1597,1073
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-29,1504,1127
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-30,1367,1336
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-01-31,1084,1236
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-01,1018,1189
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-02,1107,1159
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-03,826,1008
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-04,967,1103
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-05,990,1223
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-06,1080,1356
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-07,1150,1431
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-08,962,1329
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-09,965,1256
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-10,885,1069
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-11,1041,1154
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-12,1025,1503
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-13,1220,1337
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-14,1019,1394
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-15,961,1092
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-16,829,1160
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-17,877,1226
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-18,998,1378
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-19,1096,1512
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-20,1126,1505
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-21,1044,1436
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-22,1217,1505
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-23,1129,1631
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-24,1036,1757
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-25,1187,1495
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-26,1270,1558
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-27,1093,1576
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-02-28,1077,1601
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-01,1094,1505
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-02,949,1426
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-03,921,1188
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-04,986,1472
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-05,1207,1392
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-06,1100,1560
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-07,1202,1770
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-08,1433,1646
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-09,1168,1330
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-10,886,1151
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-11,1463,1317
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-12,1139,1527
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-13,1169,1410
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-14,1017,1523
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-15,1037,1407
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-16,997,1076
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-17,1088,921
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-18,1099,1066
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-19,1185,1117
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-20,1130,1317
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-21,1148,1435
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-22,978,1238
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-23,966,1211
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-24,896,1123
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-25,989,1400
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-26,986,1512
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-27,1140,1645
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-28,1007,1580
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-29,969,1206
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-30,1023,1219
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-03-31,831,1094
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-01,923,1298
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-02,1080,1403
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-03,1127,1930
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-04,1124,2107
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-05,1022,1576
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-06,897,1308
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-07,931,1331
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-08,1069,1524
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-09,1142,1654
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-10,1261,1496
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-11,1347,1635
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-12,1340,1820
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-13,1138,1596
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-14,939,1375
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-15,1101,1576
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-16,1183,1917
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-17,1142,1938
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-18,1162,2037
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-19,1157,1968
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-20,1034,1560
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-21,987,1496
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-22,972,1434
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-23,1092,1728
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-24,1144,1850
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-25,1129,1890
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-26,1077,1605
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-27,957,1352
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-28,907,1199
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-29,1174,1288
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-04-30,1112,1206
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-01,1002,1521
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-02,989,1405
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-03,1049,1287
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-04,924,1256
