"project","article","access","agent","granularity","date","en_views","id_views"
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-13,882,747
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-14,1025,866
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-15,948,1002
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-16,886,1175
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-17,755,1100
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-18,683,1054
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-19,691,986
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-20,1027,1548
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-21,3521,19560
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-22,1484,2471
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-23,1198,1544
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-24,1176,1187
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-25,947,1035
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-26,830,1037
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-27,719,1010
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-28,764,1052
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-29,869,980
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-06-30,779,967
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-01,842,886
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-02,641,786
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-03,746,914
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-04,904,1093
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-05,1112,965
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-06,924,872
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-07,819,1805
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-08,745,1246
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-09,717,994
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-10,760,915
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-11,773,804
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-12,719,866
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-13,830,1077
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-14,783,977
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-15,818,784
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-16,755,808
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-17,841,878
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-18,844,1000
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-19,905,1015
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-20,850,907
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-21,806,899
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-22,823,854
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-23,659,861
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-24,813,993
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-25,786,935
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-26,948,953
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-27,1735,2332
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-28,2657,1819
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-29,2008,1367
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-30,1008,1216
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-07-31,968,1100
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-01,1446,1207
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-02,1136,1257
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-03,912,1166
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-04,818,1113
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-05,785,1012
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-06,774,870
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-07,798,957
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-08,765,1035
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-09,708,1087
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-10,824,1111
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-11,806,1099
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-12,775,977
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-13,637,967
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-14,723,1078
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-15,818,1143
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-16,1148,1376
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-17,1247,2495
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-18,1203,1459
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-19,720,1219
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-20,687,1075
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-21,837,1254
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-22,953,1218
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-23,946,1180
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-24,900,1103
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-25,817,1044
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-26,806,911
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-27,684,843
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-28,724,935
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-29,919,911
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-30,1053,972
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-08-31,857,935
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-01,782,886
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-02,960,840
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-03,1290,782
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-04,1829,882
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-05,2094,902
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-06,1642,911
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-07,1264,897
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-08,1664,954
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-09,2392,923
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-10,1870,699
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-11,1229,703
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-12,2305,868
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-13,1996,947
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-14,1304,1019
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-15,1026,900
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-16,975,856
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-17,755,964
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-18,850,959
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-19,784,1001
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-20,832,1024
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-21,847,1086
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-22,713,1104
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-23,808,1425
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-24,684,1165
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-25,804,1123
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-26,837,1124
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-27,1027,1294
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-28,883,1079
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-29,1209,1085
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-09-30,927,925
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-01,803,874
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-02,784,969
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-03,847,1013
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-04,882,1030
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-05,870,1081
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-06,991,984
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-07,874,1056
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-08,705,958
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-09,742,1114
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-10,832,1240
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-11,882,1292
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-12,1098,1286
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-13,1074,1305
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-14,1074,1574
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-15,982,1180
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-16,961,1165
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-17,1081,1476
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-18,1356,1438
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-19,2190,1639
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-20,1309,1591
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-21,1109,1241
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-22,961,1153
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-23,1002,1362
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-24,990,1394
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-25,1045,1550
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-26,1022,1577
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-27,874,1232
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-28,812,1191
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-29,694,1112
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-30,853,1290
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-10-31,1003,1688
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-01,1015,1708
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-02,1096,1750
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-03,1292,1933
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-04,2650,3013
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-05,3603,2915
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-06,2206,2538
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-07,1815,2500
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-08,2109,2514
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-09,2022,2566
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-10,1701,2411
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-11,1434,2129
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-12,1113,2062
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-13,1221,2101
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-14,1435,2020
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-15,1222,1913
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-16,1538,2037
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-17,1365,2005
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-18,1078,1697
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-19,1030,1515
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-20,1059,1578
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-21,1247,1685
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-22,1219,1770
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-23,1376,1752
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-24,1097,1712
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-25,944,1381
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-26,1051,1298
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-27,997,1443
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-28,1086,1471
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-29,1145,1648
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-11-30,1032,1486
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-01,973,1407
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-02,2090,2299
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-03,1659,1644
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-04,1353,1630
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-05,1258,1525
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-06,1173,1508
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-07,1500,1233
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-08,1319,1196
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-09,1093,1261
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-10,961,1101
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-11,1000,1202
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-12,1961,1389
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-13,2131,1444
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-14,1312,1166
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-15,1033,1171
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-16,954,1125
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-17,808,1080
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-18,890,1248
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-19,1049,1438
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-20,1008,1426
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-21,944,1435
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-22,956,1885
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-23,914,1658
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-24,810,1313
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-25,771,1316
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-26,883,1329
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-27,986,1401
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-28,907,1141
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-29,897,1253
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-30,830,1131
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2016-12-31,804,1081
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-01,1116,1532
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-02,1362,1536
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-03,2648,1464
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-04,2443,1529
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-05,1487,2365
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-06,1252,1844
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-07,1030,1557
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-08,1084,1718
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-09,1119,1651
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-10,1027,1835
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-11,1175,1737
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-12,1110,1574
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-13,1020,1935
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-14,1104,2225
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-15,1186,1916
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-16,1241,2013
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-17,1156,1935
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-18,1163,1904
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-19,1110,1696
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-20,1101,1604
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-21,1089,1446
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-22,1234,1691
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-23,1215,1791
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-24,1084,1534
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-25,1011,1443
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-26,1196,1551
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-27,1086,1746
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-28,977,1513
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-29,1178,1726
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-30,1212,1755
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-01-31,1251,1645
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-01,1163,1674
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-02,1149,1536
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-03,1005,1452
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-04,986,1300
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-05,1118,1636
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-06,1171,1688
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-07,1312,1701
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-08,1175,1824
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-09,1278,1838
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-10,1426,2119
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-11,1764,2091
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-12,2363,2025
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-13,1991,1987
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-14,1632,2249
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-15,2549,4273
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-16,1844,2923
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-17,1331,2234
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-18,1174,1915
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-19,1201,2064
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-20,1229,2048
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-21,1216,2145
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-22,1313,2102
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-23,1316,2024
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-24,1240,1821
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-25,1511,1779
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-26,1900,1957
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-27,1344,2008
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-02-28,1246,1875
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-01,2361,2483
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-02,2159,2297
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-03,1661,1818
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-04,1263,1552
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-05,1180,1685
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-06,1469,1571
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-07,1255,1627
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-08,1105,1464
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-09,1206,1650
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-10,1075,1412
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-11,1003,1378
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-12,1070,1529
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-13,1195,1511
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-14,1196,1611
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-15,1045,1497
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-16,1086,1677
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-17,988,1257
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-18,965,1146
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-19,1142,1199
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-20,1205,1325
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-21,1115,1224
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-22,1147,1231
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-23,1095,1260
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-24,937,1211
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-25,924,1080
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-26,998,1142
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-27,967,1128
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-28,1167,1302
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-29,1120,1318
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-30,1130,1265
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-03-31,2272,1112
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-01,1434,847
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-02,1152,1105
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-03,983,1279
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-04,1036,1252
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-05,896,1233
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-06,969,1086
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-07,938,1055
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-08,1006,986
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-09,1133,1003
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-10,1331,1135
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-11,1322,1406
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-12,1150,1266
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-13,1060,1099
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-14,946,999
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-15,972,1002
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-16,1058,1001
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-17,1070,1272
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-18,1242,1382
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-19,2548,2736
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-20,2406,2144
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-21,1619,1591
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-22,1327,1319
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-23,1217,1280
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-24,1354,1409
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-25,1552,1677
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-26,1200,1643
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-27,1536,1410
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-28,1760,1158
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-29,1494,1075
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-04-30,1909,1015
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-01,1665,1179
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-02,1247,1170
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-03,1262,1200
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-04,1121,1248
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-05,1057,1234
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-06,940,1129
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-07,1035,1371
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-08,1312,1530
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-09,2915,1799
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-10,1909,1626
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-11,1511,1511
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-12,1448,1270
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-13,1290,1262
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-14,1348,1283
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-15,1306,1216
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-16,1183,1259
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-17,1295,1235
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-18,1134,1184
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-19,997,1125
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-20,972,1025
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-21,1174,983
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-22,1571,1117
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2017-05-23,1601,1032
